-1.2036, -2.6240, 0.5963, 1.3859, -1.3597, 0.6758, 1.0008, -0.9589, -1.3487, -0.5572, -0.4398, -1.1223, -0.1817, -1.3170, -0.3551, -1.4220, 0.1983, -3.0514, -1.0650, -0.8541, 1
 0.1713, -0.1669, -0.4155, -0.9974, -0.9459, -1.2382, -1.4933, -0.3869, 0.6450, -0.6253, -0.9652, -2.4557, -0.5912, -0.9731, -1.6570, -2.0039, -1.3395, -1.1801, 1.3244, 0.0202, 1
 0.7743, -0.6060, -1.9338, -0.3614, 0.3864, -1.8636, -1.4551, -1.2079, -0.5478, -1.1045, -0.3664, 0.5462, -0.2295, -1.6227, 0.6551, -1.1460, 0.9491, -2.7570, -1.1497, 0.0191, 1
-1.2444, 1.0990, -1.4684, -1.7003, 0.4510, -0.9695, -0.5761, 0.0877, 0.1058, -1.9614, 1.8583, -0.8800, 1.0000, -1.7560, -0.6727, 0.6034, -0.6858, -0.9101, 0.0747, 1.1082, 1
-0.5520, 0.3249, 0.7253, 0.2089, 0.3148, -0.2104, 0.8060, -0.3111, -2.3584, 1.4880, 0.2229, 0.9096, -0.0908, -0.4096, 1.5287, -0.1960, 0.3843, 0.1541, -0.2981, 0.5216, 1
-1.2134, 0.8617, 0.7827, 0.5640, -0.3546, -0.0342, 0.3899, -0.8766, -0.6859, -0.4462, 1.1027, 0.6983, 3.4860, 0.5943, -0.4158, 0.7896, -0.1984, 1.8550, 1.8184, -0.2744, 0
 1.2607, -0.7137, 0.9245, 0.8836, 0.4869, 1.1245, -0.0184, 0.3317, 0.2288, 1.7455, 1.2481, 0.1460, 1.3300, 1.1284, 0.3843, 1.3088, -0.9301, 1.9651, 0.4680, 0.2707, 0
-2.2536, -0.6792, -0.4980, 0.4076, -0.4197, 0.0740, -0.6893, 0.9826, 1.1957, -1.1959, 0.8036, -0.3695, -0.1974, -0.8254, -1.4248, 0.0812, -1.2324, 0.9745, -2.1115, -0.4450, 1
-0.7537, -1.4473, 0.4404, 1.0775, 0.1087, 0.2250, -0.6401, -2.2915, 1.7196, 1.1263, 0.5076, -0.4196, -0.1665, -1.8475, -1.7144, -0.6456, -1.7109, -1.2593, -1.5080, 0.7579, 1
-1.4365, 0.5020, -0.2387, -0.2735, -1.2329, -0.2054, 1.0827, -1.5309, 0.4351, 1.1018, -2.3184, 0.6757, -0.9876, 0.1904, -0.9548, 0.5906, -1.0150, -1.2867, -0.1920, 0.3759, 1
 1.2268, -0.4586, -1.9072, -2.0096, -0.8821, -1.1491, 0.7732, 0.4413, -2.0609, 0.2918, -0.1957, 0.0051, 1.0733, -0.4977, 0.3324, -1.0612, 0.4215, -0.7298, 0.2584, 0.4489, 1
-0.6421, 1.2597, 1.1962, 0.8457, 0.9736, 1.2865, 0.3038, 0.1019, 2.8203, -0.3667, 1.8319, 1.5014, 1.9451, -0.3823, -0.6084, 0.2132, -0.9558, -0.0103, 0.7390, -0.0683, 0
-0.1027, -0.7236, -1.7199, -0.1783, -1.3352, -1.5999, -0.7337, 0.0451, -0.7099, -1.0377, -0.7889, -0.0449, 1.0685, -1.5979, -1.0625, 1.2622, -0.0672, -0.5987, -0.5343, 0.2151, 1
 0.9359, 0.5244, 0.1965, -0.4045, 1.9369, -0.6769, -1.2864, 1.1142, 0.7927, 1.8205, 0.8902, 1.5043, -0.4077, 2.1274, 0.6354, 1.3877, 0.5334, 1.7521, -0.8859, -0.0785, 0
-1.1085, 0.8295, -1.0473, -1.5558, 0.6791, -0.0202, -1.5196, 0.4485, 1.3138, -0.9154, -1.0799, -1.3414, 0.6303, -0.1300, -0.1113, 0.0918, -0.6247, -0.0280, -0.6141, -1.3867, 1
 1.5553, -0.3206, 0.4814, 1.0857, 3.0023, 0.1437, -0.0528, 0.9334, 0.2056, 1.5801, 0.6177, 2.2037, 2.3668, 2.0443, -0.8073, 0.3740, -0.8872, 2.7925, 1.7735, -0.1087, 0
-1.6787, -1.7165, -1.7605, -0.7118, -0.9282, -1.0667, -0.3491, -0.7272, -1.7985, -0.5027, 0.5124, -0.5739, 1.2052, 0.8229, 1.0856, -0.0754, -0.3115, -0.8571, -2.8611, -0.4501, 1
 0.2844, -0.1248, 0.1826, 0.3626, 0.6639, -0.6476, 0.7213, 0.4483, 1.9412, 2.4296, -1.1987, 2.0342, -1.0615, 2.4175, 0.7084, 1.5081, 0.2530, 0.1893, 0.8597, -0.2967, 0
 1.0426, 0.4441, 0.3567, 0.1268, 1.4626, 1.3269, 0.9125, 1.1206, -0.0606, 1.2063, 2.6698, -0.2527, -0.1471, 0.5257, 1.1777, -0.6529, -0.7953, 0.7179, -0.0444, 1.6203, 0
 0.8624, 0.0417, 1.6588, -0.5310, 1.1934, -0.9874, 1.5866, 1.0404, -0.9764, -0.5752, 2.3094, 1.8289, -0.3514, 0.6058, 0.6665, -0.1324, 1.0751, -0.0934, 1.0898, -0.1355, 0
 0.7522, -0.1899, 0.5606, 0.3304, -0.1008, 1.4079, -0.5027, -0.4840, 0.1268, -0.4863, -1.0110, -1.2447, -0.6688, -0.1173, -0.4243, -0.5565, -0.7752, 1.8749, 0.7594, 2.3512, 0
 0.0851, -0.7642, 0.3038, 0.8198, -1.1173, -1.2455, -1.7079, -0.5012, -0.0337, -0.2093, -0.9198, -0.1980, -0.9364, -1.8025, -0.1358, -1.9476, -0.9519, -0.7416, -0.3441, 0.5475, 1
-0.8383, 0.8137, 0.9494, 0.8314, 0.5936, 1.1151, 0.9251, 1.5443, 0.8492, 1.3108, 0.4829, 2.3490, 2.5981, 0.6158, 2.7643, 0.4744, -1.6729, 0.7613, 0.9569, 0.6351, 0
 1.6971, -0.5382, 0.4609, -0.4952, 1.2847, -1.1886, 1.1339, -0.9486, 1.3676, 1.6010, 1.2129, 0.2130, 0.7559, 1.3912, 0.2784, -1.3001, -0.4163, 1.1609, -0.4601, 0.1687, 0
 1.1490, 0.9633, 0.3777, -0.2037, -0.6592, 1.2039, 2.9136, 0.5674, 1.4107, 0.7222, -0.3375, 1.4807, -0.9807, 1.6085, 0.9985, 0.2475, 1.2408, 1.5107, -0.1500, 0.1237, 0
-1.9511, 0.2898, -0.9682, -0.9885, -0.6495, 0.4074, -0.3070, 0.3553, -0.2402, -0.8768, -0.0612, -1.9158, -1.0668, -0.9470, 1.0030, -1.3164, 0.1256, -3.0595, -0.9652, 1.2911, 1
